AP	Freq
133283499011	80
133279320068	80
70879603712	80
70878547074	80
70874350594	80
70872254469	80
70870157444	80
70869108740	80
69939037186	80
69936925828	80
69934836864	80
69931697155	80
69929586689	80
69805859840	80
69803756548	80
69796430851	80
62419683459	80
62412343296	80
62294902912	80
61220112512	80
61214870528	80
61205432449	80
55843015809	80
54905587718	80
54898248842	80
54897199248	80
54780806144	80
54774516737	80
53959772288	80
53839185922	80
53706016769	80
142003456000	79
78394739841	79
70885886080	79
70883804160	79
70881690625	79
70877506560	79
70877498371	79
70876449795	79
70871207044	79
69942175872	79
69940085889	79
69816338432	79
69812145152	79
69811110912	79
69805860992	79
69801659524	79
63366547456	79
63360263168	79
54915024897	79
53697628166	79
53697627140	79
53692385288	79
147115264000	78
139589641216	78
78393705600	78
78389504000	78
78386365440	78
70884852864	78
70876449923	78
70868061315	78
69944273024	78
69941120002	78
69934826499	78
69931691009	78
69813192832	78
69803762689	78
69803754498	78
64425608192	78
63361304577	78
63358157825	78
63356068864	78
62429121664	78
62418634754	78
62291758080	78
61474916480	78
61218016256	78
61215917056	78
55848257536	78
54901392391	78
54900344841	78
54899297417	78
54773467140	78
53829748747	78
53828700171	78
53824505863	78
53703919618	78
147108973568	77
139596989440	77
139589649408	77
133284545536	77
70880659456	77
70880658433	77
70876448771	77
70871205892	77
70869107714	77
69943216258	77
69941117954	77
69807958144	77
69806909569	77
69804804227	77
69802707972	77
69800610825	77
69799576579	77
62417593344	77
62416537602	77
62280230913	77
61475965056	77
55846159360	77
55839870976	77
55837773824	77
54917123072	77
54904539274	77
54901394567	77
54781854720	77
54777662464	77
54777661443	77
53837088900	77
53833943047	77
53831845896	77
53827651723	77
53709162496	77
53707064321	77
53698675716	77
53693433864	77
147111085184	76
147104778370	76
139595926528	76
133285595265	76
70889031680	76
70871221378	76
70871206919	76
70870158344	76
69935876100	76
69811095554	76
69808999425	76
69804811265	76
69804805251	76
69800609925	76
64425609216	76
62433315968	76
62429120512	76
62414440580	76
62282319875	76
55841965057	76
54910830595	76
54908733574	76
54905586693	76
54899296265	76
54782904320	76
54762980356	76
53833942020	76
53828699143	76
53827651595	76
53690288138	76
139592795136	75
138513795072	75
133290839168	75
133287700608	75
